10-23-18,8578,https://www.audible.com/pd/The-Laws-of-Human-Nature-Audiobook/B07DKVMMRZ?qid=1612837512&sr=1-35&ref=a_search_c3_lProduct_1_35&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5KYE91TDTG8WN45DCKWP,The Laws of Human Nature,,"From the number-one New York Times best-selling author of The 48 Laws of Power comes the definitive new audiobook on decoding the behavior of the people around you.

Robert Greene is a master guide for millions of listeners, distilling ancient wisdom and philosophy into essential texts for seekers of power, understanding, and mastery. Now he turns to the most important subject of all - understanding people's drives and motivations, even when they are unconscious of them themselves.  

We are social animals. Our very lives depend on our relationships with people. Knowing why people do what they do is the most important tool we can possess, without which our other talents can only take us so far. Drawing from the ideas and examples of Pericles, Queen Elizabeth I, Martin Luther King Jr, and many others, Greene teaches us how to detach ourselves from our own emotions and master self-control, how to develop the empathy that leads to insight, how to look behind people's masks, and how to resist conformity to develop your singular sense of purpose. Whether at work, in relationships, or in shaping the world around you, The Laws of Human Nature offers brilliant tactics for success, self-improvement, and self-defense.","In this detailed and expansive guide, Greene (Mastery) seeks to … transform the reader into a 'calmer and more strategic observer', immune to 'emotional drama'. Those are lofty promises, but even skeptics will become believers after diving into Greene’s well-organized text. Overcoming the 'law of irrationality', for instance, leads to the ability to 'open your mind to what is really happening, as opposed to what you are feeling'. Greene’s thoughtful examination of self and society will, for the committed reader, deliver a refreshing and revitalizing perspective.","nteresting mix of biography and thoughts
Plays fine at 1.2 speed but still very long. Mostly interesting biographies followed by sometimes tangential but often thoughtful analysis, or opinion rather, but a reasonable opinion except for ... well, I'm not into Jungian archetypes or Freudian explanations. I listened to the whole book, tired just near the end when it seemed a little too much, generational differences oversimplified, death a bit much. I liked the chapter on groups and group dynamics, that's one of many I'd recommend. But why such laborious biographies? Bit hard getting through some, but if you know it's half biography going in, your probably ok."
12-31-20,159,https://www.audible.com/pd/Eat-Smarter-Audiobook/1549182781?qid=1612837512&sr=1-36&ref=a_search_c3_lProduct_1_36&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5KYE91TDTG8WN45DCKWP,Eat Smarter,"
Use the Power of Food to Reboot Your Metabolism, Upgrade Your Brain, and Transform Your Life","Lose weight, boost your metabolism, and start living a happier life with this transformative 30-day plan for healthy eating from the host of the hit podcast The Model Health Show.

Food is complicated. It's a key controller of our state of health or disease. It's a social centerpiece for the most important moments of our lives. It's the building block that creates our brain, enabling us to have thought, feeling, and emotion. It's the very stuff that makes up our bodies and what we see looking back at us in the mirror. Food isn't just food. It's the thing that makes us who we are. So why does figuring out what to eat feel so overwhelming?

In Eat Smarter, nutritionist, best-selling author, and number-one-ranked podcast host Shawn Stevenson breaks down the science of food with a 30-day program to help you lose weight, reboot your metabolism and hormones, and improve your brain function. Most importantly, he explains how changing what you eat can transform your life by affecting your ability to make money, sleep better, maintain relationships, and be happier. Eat Smarter will empower you and make you feel inspired about your food choices, not just because of the impact they have on your weight, but because the right foods can help make you the best version of yourself. ","Solid. Impactful. Life Changing...if you let it!
You will not find a book smarter than this one to lead you to a healthier lifestyle. Shawn keeps it real, takes off the kid gloves and delivers the research that holds the truth. Eat Smarter is NOT delivering a quick fix...they don’t work y’all...you have to actually DO the work! And the work is eating better quality food. You do NOT have to have any background in nutrition to understand the content happening between the front and back cover...Shawn makes it very palatable and easily digestible. He even gives you a 30 day CUSTOMIZABLE plan to get you started. If your overall goal is better health, this is the guide for you because it will sustain you for a lifetime!!!","Gives us the knowledge to make our own decisions…
This book is not about perfection, it’s about giving us the knowledge to help improve our health wherever we are at in our life today. I’ve been listening to Shawn for years through his The Model Health Show Podcast where he interviews experts that are known from all over. He has helped me in so many more ways than he’ll ever know. He’s information has provided me the foundation I needed to heal my own body after dealing with health issues for years. Through his teachings he’s got me fascinated with the health of our bodies using nutrition, sleep, exercise, and more. Over the last five years, I have read and listened to more than 4,000 hours of books and podcasts that cover nutrition and health. I love listening to him and I'm so glad he's reading his own book! It’s obvious he’s spent years of researching and consolidating peer-reviewed evidence-based studies, so we don’t have to. So thankful for all he has done for me and others through his teaching. There have been so many books I’ve wanted and tried to share with family and friends, but I knew it would be too overwhelming for them. In Eat Smarter, Shawn does a wonderful job, as always, at breaking everything down in a way that it’s easy for others to digest the information and really understand what is going on within you body. He covers how your hormones work, or are suppose to work, along with how different foods affect our bodies. Within, Eat Smarter he breaks down the myths we have been taught throughout our life while providing us highlights from fascinating studies. He also throws in some great humor to keep it fun and entertaining. For anyone looking to improve loose weight, improve gut health, or wants to just learn more of how the body communicates this is the book for you! He does a great job at staying high level to keep the amount of information digestible. He also provides a game plan for long-term lasting success in staying healthy along with delicious and tasty recipes that give you great nutrition, too. He gives us the information we need to make educated food decisions and not subscribe to a specific diet as we have been taught in the past. Makes me curious and think of even more questions I would love for him to cover in Eat Smarter Too (fingers-crossed)."
05-28-19,"6,185",https://www.audible.com/pd/Range-Audiobook/1984888439?qid=1612837512&sr=1-37&ref=a_search_c3_lProduct_1_37&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5KYE91TDTG8WN45DCKWP,Range,"
Why Generalists Triumph in a Specialized World","The number one New York Times best seller that has all America talking: as seen/heard on CNN's Fareed Zakaria GPS, Morning Joe, CBS This Morning, The Bill Simmons Podcast, Rich Roll, and more.

“If you’re a generalist who has ever felt overshadowed by your specialist colleagues, this book is for you.” (Bill Gates)

“The most important business - and parenting - book of the year.” (Forbes)

“Urgent and important...an essential read for bosses, parents, coaches, and anyone who cares about improving performance.” (Daniel H. Pink)

Shortlisted for the Financial Times/McKinsey Business Book of the Year Award

“So much crucial and revelatory information about performance, success, and education.” (Susan Cain, best-selling author of Quiet)

Plenty of experts argue that anyone who wants to develop a skill, play an instrument, or lead their field should start early, focus intensely, and rack up as many hours of deliberate practice as possible. If you dabble or delay, you’ll never catch up to the people who got a head start. But a closer look at research on the world’s top performers, from professional athletes to Nobel laureates, shows that early specialization is the exception, not the rule. 

David Epstein examined the world’s most successful athletes, artists, musicians, inventors, forecasters, and scientists. He discovered that in most fields - especially those that are complex and unpredictable - generalists, not specialists, are primed to excel. Generalists often find their path late, and they juggle many interests rather than focusing on one. They’re also more creative, more agile, and able to make connections their more specialized peers can’t see.

Provocative, rigorous, and engrossing, Range makes a compelling case for actively cultivating inefficiency. Failing a test is the best way to learn. Frequent quitters end up with the most fulfilling careers. The most impactful inventors cross domains rather than deepening their knowledge in a single area. As experts silo themselves further while computers master more of the skills once reserved for highly focused humans, people who think broadly and embrace diverse experiences and perspectives will increasingly thrive.","If you're highly curious, read this
Who will like this book * If your friends would describe you as highly curious, you’ll like this book * If you’re an investor, a business owner, a researcher, a scientist, a musician, a writer, a director, an athlete, or really anyone dealing with complex questions or seeking world-class achievement, you’ll like this book * If you care about doing the most good for the world and maximizing your positive impact on the world, you’ll like this book * If you’ve thought about how to increase innovation and problem solving in the world, you’ll like this book * If you’ve thought about what makes great inventors or innovators great, and how to identify and encourage world-class talent, you’ll like this book * If you like books like “Sapiens,” “Poor Charlie’s Almanack,” “Elephant in the Brain,” “Principles,” you’ll like this book * If you have ADHD, you’ll like this book * If your job or passion involves trying to accurately forecast the future, you’ll like this book The benefits you’ll get from this book * You’ll see how to achieve more, professionally * You’ll understand the ways your understanding of the 10,000 Hour rule has been wrong * You’ll better understand the path to world-class achievement * You’ll better understand how to spot potential world-class achievers * You’ll better understand how to forecast the future * You’ll better understand how to solve complex challenges where the answers aren’t obvious, both in your work and personal life Conclusion If you think that you'll benefit from it based on my above notes, I recommend buying it. If you're on the fence, listen to interviews with the author either on the ""Invest Like The Best"" or the ""Econtalk"" podcasts to get a better sense. After you read it Search YouTube and watch the talk called “Greatness Cannot Be Planned.” It extends the ideas from this book in a brilliant way. If you like the Greatness Cannot Be Planned, then you’ll also enjoy the following books: “So Good They Can’t Ignore You,” “Where Good Ideas Come From,” and the chapter on the evolution of technology from “The Evolution of Everything.” Also search google for the blog post “Focus May Be Your Worst Enemy in Biotech R&D” — it also resonates with the ideas from this book. P.S. If you’re a curious person, and you probably are because you’re looking at books and reading the reviews, definitely get this book! P.P.S. This book is the next “Sapiens.”","Excellent read for 50 somethings like myself who has peaked in one field but is far from done in contributing to this world.
I am 50 something and her and CEO and people keep asking me what do I do now that I’ve peaked. I am nowhere close to being done and my contributing to my country, people of Guam or family. This book is in inspiration to all of us who have meandered our way through our lives to relative success but still feel like Caesar that our life has just begun!!

"
12-22-20,55,https://www.audible.com/pd/ADHD-Raising-an-Explosive-Child-Audiobook/B08R5DK22W?qid=1612837512&sr=1-38&ref=a_search_c3_lProduct_1_38&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5KYE91TDTG8WN45DCKWP,ADHD: Raising an Explosive Child,"
The 7 Skills of Positive Parenting to Empower Kids with ADHD. Learn Here the Emotional Control Strategies to Help Your Children Self-Regulate and Thrive","Do you want to finally learn how to behave with children with ADHD?

If you're dealing with ADHD children, your biggest concerns and frustrations deal with not knowing where to seek help and and how to support them during the phases of growth.

You may be asking, “Doesn’t this happen to all kids?” Yes, it happens; all kids lose focus and are hyperactive, especially when anxious or excited. However, ADHD children experience these behavioral disorders over a prolonged period of time and in different settings. Thus, ADHD limits a child’s ability to function socially, academically, and even at home.

This audio guide will give you a comprehensive idea of what ADHD is and how you can deal with children who suffer from it. It will provide you with simple tips and techniques on how ADHD, despite being a serious and complicated disorder, can be dealt with efficiently and properly. Awareness will help you get a grip on your frustration. When you know the triggers, you can prepare for them.

This audiobook covers: 

Accepting your child’s ADHD
The ADHD advantages
Improving social skills 
Behavior therapy techniques
Practices to improve listening skills
Effective methods to contrast behavioral challenges
Managing ADHD with the right nutrition
And much, much more!
Some parents may have trouble accepting the fact that their children got diagnosed with ADHD. It can be difficult to internalize, especially if you see your child as bright, active, and naturally curious. In some cases, parents may have a hard time figuring out when they can be firm and when to be patient. In this audiobook, you get to know the facts about ADHD and its very specific symptoms, strategies to better manage a child who has the disorder, and how to improve your behavior toward your child so that you can be adequately prepared parents.","Horrible reading!
This is an interesting book with good advice, but I can barely listen to this reader/robot.

","Thanks to the author and the narrator
The content is complete, integral, and vital and the narration is perfect, warm and clear. I love this audiobook and recommended it to my brother who has terrible kids and they are loving it."
09-04-18,7936,https://www.audible.com/pd/The-Coddling-of-the-American-Mind-Audiobook/B079P6VFH1?qid=1612837512&sr=1-39&ref=a_search_c3_lProduct_1_39&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5KYE91TDTG8WN45DCKWP,The Coddling of the American Mind,"
How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure","A timely investigation into the new ""safety culture"" on campus and the dangers it poses to free speech, mental health, education, and ultimately democracy

The generation now coming of age has been taught three Great Untruths: their feelings are always right; they should avoid pain and discomfort; and they should look for faults in others and not themselves. These three Great Untruths are part of a larger philosophy that sees young people as fragile creatures who must be protected and supervised by adults. But despite the good intentions of the adults who impart them, the Great Untruths are harming kids by teaching them the opposite of ancient wisdom and the opposite of modern psychological findings on grit, growth, and antifragility.  

The result is rising rates of depression and anxiety, along with endless stories of college campuses torn apart by moralistic divisions and mutual recriminations.   

This is a book about how we got here. First Amendment expert Greg Lukianoff and social psychologist Jonathan Haidt take us on a tour of the social trends stretching back to the 1980s that have produced the confusion and conflict on campus today, including the loss of unsupervised play time and the birth of social media, all during a time of rising political polarization.    

This is a book about how to fix the mess. The culture of “safety” and its intolerance of opposing viewpoints has left many young people anxious and unprepared for adult life, with devastating consequences for them, for their parents, for the companies that will soon hire them, and for a democracy that is already pushed to the brink of violence over its growing political divisions. Lukianoff and Haidt offer a comprehensive set of reforms that will strengthen young people and institutions, allowing us all to reap the benefits of diversity, including viewpoint diversity.    

This is a book for anyone who is confused by what’s happening on college campuses today, or has children, or is concerned about the growing inability of Americans to live and work and cooperate across party lines.

","Only Praise
I listened to this one directly following a conservative perspective book on diversity. I knew right away that the authors were liberals from the way they spoke about Obama (or didn’t speak) vs the way they spoke about Trump. This however was the only way to know because the evidence presented was very fair, far more fair than the previous book I read with many overlapping themes. I am a conservative who really believes in the great lessons espoused in this book. We need far less antagonism and reaction on left and right if we want to remain a functional republic. I really believe this is what’s best for our nation and children.","Great insights tainted by inclusion of false media spin
Dr Haidt’s book provides valuable insights into our perceptions of life driving dysfunctional behaviors and where we have opportunities to understand the dynamics, and right the course. These insights tend to be associated with Democrat/Liberal beliefs and behaviors, but are stated in a factual manner often backed by research facts. Where Dr Haidt falls short is promoting incorrectly President Trump’s statements regarding the Charlottesville episode (known widely as “the good people hoax), and the actions of the driver of the car that killed a woman in his escape from threats. Contrary to other parts of the book, this narrative seems to be a page out of a left-leaning media report. Dr Haidt either was influenced by his own political bias, or did not actually revue these events with the same clinical, objective eye a social psychologist researcher would do with other data in order to provide an accurate evaluation. I’ve heard interviews with Jonathan Haidt and have no doubt he is a good person with good intentions and who’s work can benefit society. I do wonder how he reconciles his findings with what seems to be his own left-leaning politics, when the data for what is causing large scale societal strife is strongly aligned with attitudes and behaviors tied to people who vote Democrat."
09-04-18,5441,https://www.audible.com/pd/The-Way-of-the-Superior-Man-Audiobook/B07FXXWN3T?qid=1612837512&sr=1-40&ref=a_search_c3_lProduct_1_40&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5KYE91TDTG8WN45DCKWP,The Way of the Superior Man,,"In the decades since the initial publication of The Way of the Superior Man, society has changed significantly. Issues of gender and sexuality long confined to secrecy have become part of everyday conversation, and rigid ideas about our societal roles have begun to dissolve.

And yet, perhaps now more than at any time, men of all ages still “tussle with the challenges of women, work, and sexual desire.” In this unabridged audiobook of the classic guide to masculine spirituality, David Deida encourages men and women to lean into the conversation and offer their most valuable assets to the world - their authentic heart and depth of presence.

More relevant than ever, The Way of the Superior Man offers a view of a more conscious and embodied masculinity. “It is time to evolve beyond the macho jerk ideal, all spine and no heart”, writes Deida. “It is also time to evolve beyond the sensitive and caring wimp ideal, all heart and no spine.”

Including a new preface written in celebration of the book’s 20th anniversary, The Way of the Superior Man presents the next generation of with the opportunity to grapple with fear, cultivate trust in the moment, and put forth the best versions of themselves in an ever-changing world.","Too much goodness to verbalize
loved everything. I couldn't stop listening. Helped me understand mechanisms within myself and within my partner. showed me how to straighten a few things out. the book really shed light on the polarization aspect of a relationship and the necessity of union through difference and individualization. highly recommend. make your life better - apply the wisdom in these pages.

","mostly completely unjustified new age BS
this book had a few good points, but was mostly completely unjustified New Age b******* written in an overconfident tone and aimed at suckers.

"
05-15-18,"15,763",https://www.audible.com/pd/How-to-Change-Your-Mind-Audiobook/B07B1J873J?qid=1612837512&sr=1-41&ref=a_search_c3_lProduct_1_41&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5KYE91TDTG8WN45DCKWP,How to Change Your Mind,"
What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence","A New York Times Notable Book

The number-one New York Times best seller.

A brilliant and brave investigation into the medical and scientific revolution taking place around psychedelic drugs - and the spellbinding story of his own life-changing psychedelic experiences

When Michael Pollan set out to research how LSD and psilocybin (the active ingredient in magic mushrooms) are being used to provide relief to people suffering from difficult-to-treat conditions such as depression, addiction, and anxiety, he did not intend to write what is undoubtedly his most personal book. But upon discovering how these remarkable substances are improving the lives not only of the mentally ill but also of healthy people coming to grips with the challenges of everyday life, he decided to explore the landscape of the mind in the first person as well as the third. Thus began a singular adventure into the experience of various altered states of consciousness, along with a dive deep into both the latest brain science and the thriving underground community of psychedelic therapists. Pollan sifts the historical record to separate the truth about these mysterious drugs from the myths that have surrounded them since the 1960s, when a handful of psychedelic evangelists inadvertently catalyzed a powerful backlash against what was then a promising field of research.

A unique and elegant blend of science, memoir, travel writing, history, and medicine, How to Change Your Mind is a triumph of participatory journalism. By turns dazzling and edifying, it is the gripping account of a journey to an exciting and unexpected new frontier in our understanding of the mind, the self, and our place in the world. The true subject of Pollan's ""mental travelogue"" is not just psychedelic drugs but also the eternal puzzle of human consciousness and how, in a world that offers us both suffering and joy, we can do our best to be fully present and find meaning in our lives.","A delightful trip
I think the only thing that could make this book better would be a complementary drop of acid on the corner of the last page.","Enthralling and Informative
Michael Pollan is at is finest in How to Change Your Mind. The first third of the book covering the modern history of psychedelics I could take or leave, but the latter two thirds had me rapt and thinking, “what a time to be alive.” To call his closing thoughts moving would be a sorry understatement. 9/10 would read again"
01-02-18,"4,222",https://www.audible.com/pd/This-Naked-Mind-Audiobook/B07892NL5V?qid=1612837512&sr=1-42&ref=a_search_c3_lProduct_1_42&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5KYE91TDTG8WN45DCKWP,This Naked Mind,"
Control Alcohol, Find Freedom, Discover Happiness, and Change Your Life","This Naked Mind has ignited a movement across the country, helping thousands of people forever change their relationship with alcohol.

Many people question whether drinking has become too big a part of their lives and worry that it may even be affecting their health. But they resist change because they fear losing the pleasure and stress relief associated with alcohol and assume giving it up will involve deprivation and misery.

This Naked Mind offers a new, positive solution. Here, Annie Grace clearly presents the psychological and neurological components of alcohol use based on the latest science and reveals the cultural, social, and industry factors that support alcohol dependence in all of us. Packed with surprising insight into the reasons we drink, this book will open your eyes to the startling role of alcohol in our culture and how the stigma of alcoholism and recovery keeps people from getting the help they need. With Annie's own extraordinary and candid personal story at its heart, this book is a must-listen for anyone who drinks.

This Naked Mind will give you freedom from alcohol. It removes the psychological dependence so that you will not crave alcohol, allowing you to easily drink less (or stop drinking). With clarity, humor, and a unique blend of science and storytelling, This Naked Mind will open the door to the life you have been waiting for.

","Had a total “AH-HA” moment. 🤔
I can’t begin to tell you how this book has changed my life! My thinking about alcohol has completely changed so much so that I no longer have a desire to “chase the dragon”. Once you truly understand what alcohol is and how, although worse than many other drugs, is marketed to our society you will begins to DESPISE it. Then when you find out what alcohol is made of and how it affects your brain you will wonder how you could ever have a drink again. BUT when you are made aware of the fact that you are not funnier or cuter when drinking and that the glass of wine you reach for to “relax” and be “happy” actually does the exact opposite you will NEVER want another drink again. This book proved undoubtedly that you do NOT need alcohol to have a good time or to be social. Annie is so precise in detailing all of these facts and more in a guilt free, no judgement zone. She also delves into how our brain works and precisely delivers steps to form new paths in our brain that painlessly help to kick the alcohol habit once and for all and for good. I also love the on line groups & support system,the Facebook page and especially the 30 day Challenge. Thanks Annie for helping me to be FREE OF ALCOHOL","Like flipping a switch
Got in bed on a Sunday morning with a hangover, listened from start to finish, decided that day would be my last day of drinking. Haven’t had one now in 45 days, the longest I’ve gone without alcohol in years. But, get this, NO twinges, no temptations, no bargaining, just no desire to drink motor oil in moderation. Listen to the book, that will make sense. Good luck to you.

"
04-07-20,"3,632",https://www.audible.com/pd/Hidden-Valley-Road-Audiobook/0593208323?qid=1612837512&sr=1-43&ref=a_search_c3_lProduct_1_43&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5KYE91TDTG8WN45DCKWP,Hidden Valley Road,"
Inside the Mind of an American Family","The heartrending story of a midcentury American family with 12 children, six of them diagnosed with schizophrenia, that became science's great hope in the quest to understand the disease.

Don and Mimi Galvin seemed to be living the American dream. After World War II, Don's work with the Air Force brought them to Colorado, where their 12 children perfectly spanned the baby boom: the oldest born in 1945, the youngest in 1965. In those years, there was an established script for a family like the Galvins - aspiration, hard work, upward mobility, domestic harmony - and they worked hard to play their parts. But behind the scenes was a different story: psychological breakdown, sudden shocking violence, hidden abuse. By the mid-1970s, six of the 10 Galvin boys, one after another, were diagnosed as schizophrenic. How could all this happen to one family? 

What took place inside the house on Hidden Valley Road was so extraordinary that the Galvins became one of the first families to be studied by the National Institute of Mental Health. Their story offers a shadow history of the science of schizophrenia, from the era of institutionalization, lobotomy, and the schizophrenogenic mother to the search for genetic markers for the disease, always amid profound disagreements about the nature of the illness itself. And unbeknownst to the Galvins, samples of their DNA informed decades of genetic research that continues today, offering paths to treatment, prediction, and even eradication of the disease for future generations. 

With clarity and compassion, best-selling and award-winning author Robert Kolker uncovers one family's unforgettable legacy of suffering, love, and hope.

","A story you've never heard before
I was fascinated by the study of Schizophrenia and how it intersected with one family. I didn't appreciate how misunderstood the disease was (and still is...) and how treatment can be as bad as the disease itself. The family at the heart of the story is full of secrets, trauma, and denial while also demonstrating tremendous amounts of love, loyalty, and acceptance. I listened to the whole thing in 2 days! A warning: Some content is difficult to listen to so be wary if you are triggered by descriptions of violence or serial abuse","I could not stop listening
An outstanding book and really like nothing I’ve ever read. The story of the family was intriguing but also the clinical info was so informative . You won’t be disappointed!

"
01-02-06,"5,653",https://www.audible.com/pd/Codependent-No-More-Audiobook/B002V8H88G?qid=1612837512&sr=1-44&ref=a_search_c3_lProduct_1_44&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5KYE91TDTG8WN45DCKWP,Codependent No More,"
How to Stop Controlling Others and Start Caring for Yourself","A source of healing and inspiration for millions, this modern classic spent over three years on the New York Times best seller list and made codependency a household word. Codependent No More contains dozens of real-life examples, personal reflections, exercises, and self-tests to help you along the road to recovering your own life. For anyone struggling with a relationship involving alchoholism or other compulsive behaviors, this program points the way to healing and the renewal of hope. Melody Beattie's insights into the nature of the phenomenon of codependency will guide you step by step to the understanding that letting go will set you free.
","Life changing book for caretaker types
I highly recommend this book to anyone who feels like they give to others too much, and receive little to nothing in return. To those of us who feel like we can’t say no to others and let other people’s emotions dictate our actions... to those of us who say yes to chores, or even social outings we do not wish to participate in to make another person happy... I never would have thought of myself as codependent. I think of myself as a strong, but giving leader. This book was a game changer for me. I now have the confidence to start setting boundaries, say “no” and even ask others for favors without that overwhelming feeling of guilt I used to have. I highly recommend this book.","Any additional comments?

At the age of 35, I had finally realized that I had an issue with codependency, but I honestly didn't know why. No one in my family was an alcoholic or addicted to drugs or anything. Then I became aware of this book. At first, I'll admit, I was worried that this book wouldn't work for me because it seemed to be very focused on codependency related to alcoholism. However, as the book progressed, it began touching on the other causes of codependency. Thanks to this book, I now realize that my codependent tendencies are a result of being abandoned by my father and then being raised in a militaristic family where my opinions, thoughts, and feelings didn't matter. This was a true breakthrough for me. It has allowed me to finally begin to heal the wounds that have been there for years. So even if your codependent issues aren't due to someone's chemical dependency, this book can be a huge help."
12-08-20,188,https://www.audible.com/pd/Bedtime-Stories-for-Adults-Audiobook/B08PZF888N?qid=1612837512&sr=1-45&ref=a_search_c3_lProduct_1_45&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5KYE91TDTG8WN45DCKWP,Bedtime Stories for Adults,"
47 Relaxing Stories to Fall Asleep Fast & 3 Daily Guided Meditations to Overcome Insomnia and Anxiety. Deep Sleep Hypnosis for a Peaceful Awakening of Stressed Out Adults.","Have you experienced trouble falling asleep? Are you too stressed and find it difficult to relax?

Does it often happen that you to wake up in the middle of the night, perhaps multiple times every night?

This sleep disorder, characterized by difficulty falling asleep or staying asleep as long as desired, is called insomnia.

It is a common issue among most adults, particularly in the stressful society we live in today. They face a great deal of pressure in any types of environment. Relationships can be a lot to manage by themselves, without counting the annoying colleagues or boss at work, debts, mortgage, and so on....

Insomnia or poor sleep quality can affect both our physical and psychological strength. Low levels of energy cause irritability, depressed mood, problems focusing, and learning.

We hope to help you as much as possible and ensure you many nights of well-deserved rest!

This delightful collection of 47 bedtime stories is the perfect way to:

Develop or improve your imagination skills
Fall asleep quickly and deeply
Find a variety of stories that capture the essence of the best things in life
In this book, you will also find three guided meditations involving different exercises to help you heal.

The mental and physical benefits of meditation are numerous, for example:

Calms your nervous system and brings your brain waves into alpha-wave state
Regulates the heartbeat, circulatory system, and blood pressure
Lengthens attention span
Preserves the aging brain and prevents age-related memory loss
Helps in fighting addictions and control pain
Created as a resource for adults with busy lifestyles and crafted to help you unwind, these stories will usher you away to another place. Escape the worries of your day in the comfort of your own bed. From tonight, start sleeping better than you ever did!","A book that puts you to sleep!
A varied and intetesting mix of relaxing short stories and extracts when you are feeling tired or can't cope with a longer book. I enjoyed the collection and variety.","I would highly recommend this book to everyone
I can only assume the stories are good. I fall asleep right after the first one. I love this audible. The narrators voice is very soothing and comforting."
09-12-17,"23,924",https://www.audible.com/pd/Braving-the-Wilderness-Audiobook/B074G5S1DY?qid=1612837512&sr=1-46&ref=a_search_c3_lProduct_1_46&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5KYE91TDTG8WN45DCKWP,Braving the Wilderness,"
The Quest for True Belonging and the Courage to Stand Alone","A timely and important new audiobook that challenges everything we think we know about cultivating true belonging in our communities, organizations, and culture, from the number one best-selling author of Rising Strong, Daring Greatly, and The Gifts of Imperfection. 

Hello Sunshine book club pick 

“True belonging doesn’t require us to change who we are. It requires us to be who we are.” Social scientist Brené Brown, PhD, LMSW, has sparked a global conversation about the experiences that bring meaning to our lives - experiences of courage, vulnerability, love, belonging, shame, and empathy. In Braving the Wilderness, Brown redefines what it means to truly belong in an age of increased polarization. With her trademark mix of research, storytelling, and honesty, Brown will again change the cultural conversation while mapping a clear path to true belonging. 

Brown argues that we’re experiencing a spiritual crisis of disconnection, and introduces four practices of true belonging that challenge everything we believe about ourselves and each other. She writes, “True belonging requires us to believe in and belong to ourselves so fully that we can find sacredness both in being a part of something and in standing alone when necessary. But in a culture that’s rife with perfectionism and pleasing, and with the erosion of civility, it’s easy to stay quiet, hide in our ideological bunkers, or fit in rather than show up as our true selves and brave the wilderness of uncertainty and criticism. But true belonging is not something we negotiate or accomplish with others; it’s a daily practice that demands integrity and authenticity. It’s a personal commitment that we carry in our hearts.” 

Brown offers us the clarity and courage we need to find our way back to ourselves and to each other. And that path cuts right through the wilderness. Brown writes, “The wilderness is an untamed, unpredictable place of solitude and searching. It is a place as dangerous as it is breathtaking, a place as sought after as it is feared. But it turns out to be the place of true belonging, and it’s the bravest and most sacred place you will ever stand.”

","Actual Step-By-Step To Authenticity!
I tried fitting in all through my public school years. Then I gave up, dyed my hair, donned combat boots, and started sporting a Mohawk. And I became wildly popular as a nonconformist.
Still, I was miserable. I had no idea how to be me, whatever that entailed.
I love Brene Brown, have all her books, and each has inspired me. Still, inspirational and actionable are two different things.
Finally! Braving the Wilderness has steps one can really, honestly, truly take to get to that fabled goal of Authenticity. Her research brought her to the wonderful checklist, an acronym: BRAVING, where B is Boundaries, A is Accountability, I is Integrity, G is Generosity, and the other letters/elements are covered also in great detail. The challenges that arise with each of these elements are covered, everything, the whole nine yards.
Also, and this I thought was brave of her, Brene discusses how exactly we got to be the volatile, fractured nation we are today; plus she highlights steps we can take to make our interactions with each other more humane, more transformative. And it's not by staying in our own camps either. I know: HARD.
Her narration is warm, her examples, some her own on how NOT to do something, are enlightening, her hope is genuine and contagious.
Okay, so no Mohawk here. But I am ready to take those fearsome, courageous, first few steps...!

","Love this!
I absolutely love this book and my love for Brene deepens more and more! Not only is she a great writer and speaker but she delivers the message in a genuine "" I really care about you"" tone. Keep up the good work Brene! We love you!"
